number,name,type,type_canonical,zone,from_station_code,from_station_name,to_station_code,to_station_name,distance,duration_h,duration_m,arrival,departure,return_train,sleeper,third_ac,second_ac,first_ac,first_class,chair_car
04601,Jammu Tawi Udhampur Special,DEMU,DEMU,NR,JAT,JAMMU TAWI,UHP,UDHAMPUR,53,1,35,12:15:00,10:40:00,04602,0,0,0,0,0,0
04602,UDHAMPUR JAMMUTAWI DMU,DEMU,DEMU,NR,UHP,UDHAMPUR,JAT,JAMMU TAWI,53,1,50,08:35:00,06:45:00,04601,0,0,0,0,0,0
04603,JAT UDAHMPUR DMU,DEMU,DEMU,NR,JAT,JAMMU TAWI,UHP,UDHAMPUR,53,1,35,17:50:00,16:15:00,04604,0,0,0,0,0,0
04604,UDHAMPUR JAMMUTAWI DMU,DEMU,DEMU,NR,UHP,UDHAMPUR,JAT,JAMMU TAWI,53,1,30,19:50:00,18:20:00,04603,0,0,0,0,0,0
04728,Mumbai BandraT-Bikaner SF Special,SF,Superfast,NWR,BDTS,MUMBAI BANDRA TERMINUS,BKN,BIKANER JN,1212,21,55,12:30:00,14:35:00,04727,1,1,1,0,0,0
04741,Sirsa - Hisar Passenger Special,Pass,Passenger,?,SSA,Sirsa,HSR,Hisar,82,1,35,00:25:00,22:50:00,04742,0,0,0,0,0,0
04742,Hisar - Sirsa Passenger Special,Pass,Passenger,?,HSR,Hisar,SSA,Sirsa,82,1,50,06:10:00,04:20:00,04741,0,0,0,0,0,0
04853,Rewari Degana Merta Special,Pass,Passenger,NWR,DNA,DEGANA JN,MTD,MERTA ROAD JN,44,1,15,23:45:00,22:30:00,04854,0,0,0,0,0,0
04854,Degana Merta Special,Pass,Passenger,NWR,MTD,MERTA ROAD JN,DNA,DEGANA JN,44,1,0,04:40:00,03:40:00,04853,0,0,0,0,0,0
09022,JAMMU TAWI - BANDRA TERMINUS AC Suvidha Special (Starts 5 April),SF,Superfast,WR,JAT,JAMMU TAWI,BDTS,MUMBAI BANDRA TERMINUS,1957,32,20,17:50:00,09:30:00,09021,1,1,1,1,0,0
11017,Chalukya Express,Exp,Express,CR,DR,MUMBAI DADAR CENTRAL,YPR,YESVANTPUR JN,1205,24,25,21:55:00,21:30:00,11018,1,1,1,0,0,0
11019,Konark Express,Exp,Express,CR,CSTM,MUMBAI CST,BBS,BHUBANESWAR,1932,37,15,04:25:00,15:10:00,11020,1,1,1,0,0,0
11020,Konark Express,Exp,Express,CR,BBS,BHUBANESWAR,CSTM,MUMBAI CST,1932,36,35,03:55:00,15:20:00,11019,1,1,1,0,0,0
11023,Sahyadri Express,Exp,Express,CR,CSTM,MUMBAI CST,KOP,C SHAHU M RAJ KOLHAPUR TERM,518,12,15,06:05:00,17:50:00,11024,1,1,1,0,0,0
11024,Sahyadri Express,Exp,Express,CR,KOP,C SHAHU M RAJ KOLHAPUR TERM,CSTM,MUMBAI CST,518,13,5,11:55:00,22:50:00,11023,1,1,1,0,0,0
11025,Manmad Pune Express(Via Nasik),Exp,Express,CR,MMR,MANMAD JN,PUNE,PUNE JN,364,7,35,12:05:00,04:30:00,11026,0,0,0,0,0,1
11026,Pune Manmad Express,Exp,Express,CR,PUNE,PUNE JN,MMR,MANMAD JN,364,8,40,21:30:00,12:50:00,11025,0,0,0,0,0,1
11027,Mumbai CST-Chennai Mail,Mail,Mail/Express,CR,CSTM,MUMBAI CST,MAS,CHENNAI CENTRAL,1283,29,10,04:55:00,23:45:00,11028,1,1,1,0,0,0
11029,Koyna Express,Exp,Express,CR,CSTM,MUMBAI CST,KOP,C SHAHU M RAJ KOLHAPUR TERM,518,11,45,20:25:00,08:40:00,11030,0,0,0,0,0,1
11030,Koyna Express,Exp,Express,CR,KOP,C SHAHU M RAJ KOLHAPUR TERM,CSTM,MUMBAI CST,518,12,27,20:22:00,07:55:00,11029,0,0,0,0,0,1
11033,PUNE - DARBHANGA Gyan Ganga Exp,Exp,Express,CR,PUNE,PUNE JN,DBG,DARBHANGA JN,1948,38,30,06:45:00,16:15:00,11034,1,1,1,0,0,0
11035,Dadar-Mysore Sharavati Express,Exp,Express,CR,DR,MUMBAI DADAR CENTRAL,MYS,MYSORE JN,1212,24,15,21:45:00,21:30:00,11036,1,1,1,0,0,0
11036,Mysore-Dadar Sharavati Express,Exp,Express,CR,MYS,MYSORE JN,DR,MUMBAI DADAR CENTRAL,1212,23,35,05:50:00,06:15:00,11035,1,1,1,0,0,0
11037,PUNE - GORAKHPUR Exp,Exp,Express,CR,PUNE,PUNE JN,GKP,GORAKHPUR JN,1771,33,0,01:15:00,16:15:00,11038,1,1,1,0,0,0
11038,GORAKHPUR - PUNE Exp,Exp,Express,CR,GKP,GORAKHPUR JN,PUNE,PUNE JN,1771,36,35,04:05:00,15:30:00,11037,1,1,1,0,0,0
11039,Maharashtra Express,Exp,Express,CR,KOP,C SHAHU M RAJ KOLHAPUR TERM,G,GONDIA JN,1346,28,45,20:15:00,15:30:00,11040,1,1,1,0,0,0
11039-Slip,Kolhapur-Gorakhpur Express Slip,Exp,Express,CR,KOP,C SHAHU M RAJ KOLHAPUR TERM,GKP,GORAKHPUR JN,2107,51,40,19:10:00,15:30:00,,1,0,0,0,0,0
11040,Maharashtra Express,Exp,Express,CR,G,GONDIA JN,KOP,C SHAHU M RAJ KOLHAPUR TERM,1346,28,25,12:45:00,08:20:00,11039,1,1,1,0,0,0
11040-Slip,Gondia-Solapur Maharashtra Express Slip,Exp,Express,CR,G,GONDIA JN,SUR,SOLAPUR JN,1132,24,30,08:50:00,08:20:00,,1,0,0,0,0,0
11041,Mumbai - Chennai Express,Exp,Express,CR,CSTM,MUMBAI CST,MAS,CHENNAI CENTRAL,1283,26,45,16:45:00,14:00:00,11042,1,1,1,0,0,0
11043,MUMBAI LTT - MADURAI Exp,Exp,Express,CR,LTT,LOKMANYA TILAK TERM,MDU,MADURAI JN,1702,36,15,12:30:00,00:15:00,11044,1,1,1,0,0,0
11044,MADURAI - MUMBAI LTT Exp,Exp,Express,CR,MDU,MADURAI JN,LTT,LOKMANYA TILAK TERM,1702,35,45,05:45:00,18:00:00,11043,1,1,1,0,0,0
11045,KOLHAPUR CSMT - DHANBAD Deekshabhoomi Exp,Exp,Express,CR,KOP,C SHAHU M RAJ KOLHAPUR TERM,DHN,DHANBAD JN,2968,60,15,12:00:00,23:45:00,11046,1,1,0,0,0,0
11047,Hubli Express,Exp,Express,CR,MRJ,MIRAJ JN,UBL,HUBLI JN,279,6,15,06:25:00,00:10:00,11048,1,0,0,0,0,0
11048,Hubli Miraj Express,Exp,Express,CR,UBL,HUBLI JN,MRJ,MIRAJ JN,279,6,15,05:15:00,23:00:00,11047,1,0,0,0,0,0
11049,Ahmedabad-Kolhapur Express,Exp,Express,CR,ADI,AHMEDABAD JN,KOP,C SHAHU M RAJ KOLHAPUR TERM,961,19,55,15:25:00,19:30:00,11050,1,1,1,0,0,0
11050,Kolhapur-Ahmedabad Express,Exp,Express,CR,KOP,C SHAHU M RAJ KOLHAPUR TERM,ADI,AHMEDABAD JN,961,18,55,07:45:00,12:50:00,11049,1,1,1,0,0,0
11051,Solapur-Kolhapur Express,Exp,Express,CR,SUR,SOLAPUR JN,KOP,C SHAHU M RAJ KOLHAPUR TERM,315,6,5,14:15:00,08:10:00,11052,1,1,0,0,0,0
11052,Kolhapur Solapur Express,Exp,Express,CR,KOP,C SHAHU M RAJ KOLHAPUR TERM,SUR,SOLAPUR JN,315,6,15,15:00:00,08:45:00,11051,1,1,0,0,0,0
11056,GORAKHPUR - MUMBAI LTT Exp,Exp,Express,CR,GKP,GORAKHPUR JN,LTT,LOKMANYA TILAK TERM,1733,33,40,16:05:00,06:25:00,11055,1,1,1,0,0,0
11057,Dadar Amritsar Express,Exp,Express,CR,DR,MUMBAI DADAR CENTRAL,ASR,AMRITSAR JN,2037,40,45,16:30:00,23:45:00,11058,1,1,1,0,0,0
11057-Slip,Dadar Amritsar Express Slip,Exp,Express,CR,DR,MUMBAI DADAR CENTRAL,DHI,Dhule,375,7,40,07:25:00,23:45:00,,1,1,1,0,0,0
11058,Amritsar Dadar Express,Exp,Express,CR,ASR,AMRITSAR JN,DR,MUMBAI DADAR CENTRAL,2037,43,30,04:00:00,08:30:00,11057,1,1,1,0,0,0
11059,MUMBAI LTT - CHHAPRA Godan Exp,Exp,Express,CR,LTT,LOKMANYA TILAK TERM,CPR,CHHAPRA,1772,34,0,20:55:00,10:55:00,11060,1,1,1,0,0,0
11060,CHHAPRA - MUMBAI LTT Godan Exp,Exp,Express,CR,CPR,CHHAPRA,LTT,LOKMANYA TILAK TERM,1772,34,35,16:05:00,05:30:00,11059,1,1,1,0,0,0
11062,DARBHANGA - MUMBAI LTT Pawan Exp,Exp,Express,CR,DBG,DARBHANGA JN,LTT,LOKMANYA TILAK TERM,1791,35,55,03:45:00,15:50:00,11061,1,1,1,0,0,0
56305,Kottayam Kollam Passenger,Pass,Passenger,SR,KTYM,KOTTAYAM,QLN,KOLLAM JN,96,2,30,08:10:00,05:40:00,,0,0,0,0,0,0
58651,Ranchi Lohardaga Passenger,Pass,Passenger,SER,RNC,RANCHI,LAD,Lohardaga,67,1,30,07:00:00,05:30:00,58652,0,0,0,0,0,0
04858,Jodhpur Pipar Road Passenger Special,Pass,Passenger,NWR,JU,JODHPUR JN,PPR,PIPAR ROAD JN,46,0,58,19:28:00,18:30:00,04857,0,0,0,0,0,0
05305,Farrukhabad-KanpurAnwarganj Passenger,Pass,Passenger,NER,FBD,FARRUKHABAD,CPA,KANPUR ANWARGANJ,138,3,25,14:25:00,11:00:00,05306,0,0,0,0,0,0
05306,KanpurAnwarganj-Farrukhabad Special,Exp,Express,NER,CPA,KANPUR ANWARGANJ,FBD,FARRUKHABAD,138,3,25,18:20:00,14:55:00,05305,0,0,0,0,0,0
05650,Kamakhya - Mumbai LTT (Weekly) Special,Exp,Express,NFR,KYQ,KAMAKHYA,LTT,LOKMANYA TILAK TERM,2613,54,55,22:45:00,15:50:00,05649,1,1,0,0,0,0
05697,Hill Queen Express,JShtb,Jan Shatabdi,NFR,LMG,LUMDING JN,LFG,Lower Haflong,104,3,45,13:30:00,09:45:00,05698,0,0,0,0,0,1
05698,Hill Queen Express,JShtb,Jan Shatabdi,NFR,LFG,Lower Haflong,LMG,LUMDING JN,104,3,45,17:30:00,13:45:00,05697,0,0,0,0,0,1
06002,Kollam-Chennai Central SF Special,SF,Superfast,SR,QLN,KOLLAM JN,MAS,CHENNAI CENTRAL,858,16,10,03:40:00,11:30:00,06001,1,1,1,0,0,0
06003,Chennai Central-Kollam Special,Exp,Express,SR,MAS,CHENNAI CENTRAL,QLN,KOLLAM JN,857,14,45,11:30:00,20:45:00,06002,1,1,1,0,0,0
06004,Kollam-Chennai Central Special,Exp,Express,SR,QLN,KOLLAM JN,MAS,CHENNAI CENTRAL,857,16,55,10:45:00,17:50:00,06005,1,1,1,0,0,0
06005,Chennai Central-Kollam SF Special,SF,Superfast,SR,MAS,CHENNAI CENTRAL,QLN,KOLLAM JN,857,14,45,11:30:00,20:45:00,06006,1,1,1,0,0,0
06006,Kollam-Chennai Central SF Special,SF,Superfast,SR,QLN,KOLLAM JN,MAS,CHENNAI CENTRAL,857,16,55,10:45:00,17:50:00,06007,1,1,1,0,0,0
06007,Chennai Central-Kollam SF Special,SF,Superfast,SR,MAS,CHENNAI CENTRAL,QLN,KOLLAM JN,858,15,30,06:45:00,15:15:00,06008,1,1,1,0,0,0
06008,KollamChennai Central SF Special,SF,Superfast,SR,QLN,KOLLAM JN,MAS,CHENNAI CENTRAL,858,16,10,03:40:00,11:30:00,06007,1,1,1,0,0,0
06009,Chennai CentralKollam SF Special,SF,Superfast,SR,MAS,CHENNAI CENTRAL,QLN,KOLLAM JN,858,16,0,15:30:00,23:30:00,06008,1,1,1,0,0,0
06011,Chennai Central Kollam (Weekly) SF Special,SF,Superfast,SR,MAS,CHENNAI CENTRAL,QLN,KOLLAM JN,858,14,30,05:45:00,15:15:00,06010,1,1,1,0,0,0
06201,Mysore-Sainagar Shirdi Special,Exp,Express,SWR,MYS,MYSORE JN,SNSI,SAINAGAR SHIRDI,1304,30,0,11:30:00,05:30:00,06202,1,1,1,0,0,0
06202,Sainagar Shirdi - Mysore Special,Exp,Express,SWR,SNSI,SAINAGAR SHIRDI,MYS,MYSORE JN,1304,31,15,07:10:00,23:55:00,06201,1,1,1,0,0,0
06215,Mysore Nanjangud Town passenger,Pass,Passenger,SWR,MYS,MYSORE JN,NTW,NANJANGUD TOWN,25,0,55,17:05:00,16:10:00,06216,0,0,0,0,0,0
06216,Nanjangud Town Mysore Passenger,Pass,Passenger,SWR,NTW,NANJANGUD TOWN,MYS,MYSORE JN,25,0,50,18:20:00,17:30:00,06215,0,0,0,0,0,0
06228,Shimoga Mysore Express,Exp,Express,SWR,SMET,Shimoga Town,MYS,MYSORE JN,276,8,50,07:00:00,22:10:00,,1,0,0,0,0,0
06301,Nagercoil-Mangalore Special,Exp,Express,SR,NCJ,NAGERCOIL JN,MAJN,MANGALORE JN,711,17,40,10:30:00,16:50:00,06302,1,1,1,0,0,0
06302,Mangalore-Nagercoil Special,Exp,Express,SR,MAJN,MANGALORE JN,NCJ,NAGERCOIL JN,711,15,35,07:50:00,16:15:00,06301,1,1,1,0,0,0
06501,Yesvantpur - Ahmedabad Garib Rath Special,GR,Garib Rath,SWR,YPR,YESVANTPUR JN,ADI,AHMEDABAD JN,1719,34,50,16:10:00,05:20:00,06502,0,1,0,0,0,0
06502,Ahmedabad -Yesvantpur Garib Rath Special,GR,Garib Rath,SWR,ADI,AHMEDABAD JN,YPR,YESVANTPUR JN,1719,39,10,11:25:00,20:15:00,06501,0,1,0,0,0,0
06535,Bijapur Express,Exp,Express,SWR,YPR,YESVANTPUR JN,BJP,BIJAPUR,712,15,15,11:00:00,19:45:00,06536,1,1,1,1,0,0
06536,Bijapur-Yesvantpur Special,Exp,Express,SWR,BJP,BIJAPUR,YPR,YESVANTPUR JN,712,15,35,09:15:00,17:40:00,06535,1,1,1,1,0,0
06591,Yesvantpur-Hosur Passenger Special,Pass,Passenger,SWR,YPR,YESVANTPUR JN,HSRA,Hosur,67,1,35,07:55:00,06:20:00,06592,0,0,0,0,0,0
06592,Hosur-Yesvantpur Passenger,Pass,Passenger,SWR,HSRA,Hosur,YPR,YESVANTPUR JN,67,1,40,09:50:00,08:10:00,06593,0,0,0,0,0,0
06594,Hosur-Yesvantpur Passenger Special,Pass,Passenger,SWR,HSRA,Hosur,YPR,YESVANTPUR JN,67,1,35,19:20:00,17:45:00,06593,0,0,0,0,0,0
06595,Yesvantpur-Devanhalli Special,Pass,Passenger,SWR,YPR,YESVANTPUR JN,DHL,Devanhalli,36,1,5,11:45:00,10:40:00,06596,0,0,0,0,0,0
06596,Devanahalli-Yesvantpur Special,Pass,Passenger,SWR,DHL,Devanhalli,YPR,YESVANTPUR JN,36,1,10,14:25:00,13:15:00,06595,0,0,0,0,0,0
06617,Coimbatore-Nagercoil Special,Exp,Express,SR,CBE,COIMBATORE JN,NCJ,NAGERCOIL JN,497,10,20,06:40:00,20:20:00,06618,1,1,1,0,0,0
06618,Nagercoil-Coimbatore Special,Exp,Express,SR,NCJ,NAGERCOIL JN,CBE,COIMBATORE JN,497,11,45,08:00:00,20:15:00,06617,1,1,1,0,0,0
06621,Coimbatore-Yesvantpur SF Special,SF,Superfast,SR,CBE,COIMBATORE JN,YPR,YESVANTPUR JN,440,7,20,13:20:00,06:00:00,06622,0,0,0,0,0,1
06622,Yesvantpur-Coimbatore SF Special,SF,Superfast,SR,YPR,YESVANTPUR JN,CBE,COIMBATORE JN,440,7,25,21:40:00,14:15:00,06621,0,0,0,0,0,1
06837,Karaikkudi Manamadurai Passenger,Pass,Passenger,SR,KKDI,Karaikkudi Junction,MNM,MANAMADURAI JN,61,1,20,19:50:00,18:30:00,06838,0,0,0,0,0,0
06838,Manamadurai Karaikkudi Passenger,Pass,Passenger,SR,MNM,MANAMADURAI JN,KKDI,Karaikkudi Junction,61,1,20,09:15:00,07:55:00,06837,0,0,0,0,0,0
06839,Tiruchirappalli Karaikkudi Passenger Special,Pass,Passenger,SR,TPJ,TIRUCHIRAPPALLI,KKDI,Karaikkudi Junction,90,2,20,18:15:00,15:55:00,06840,0,0,0,0,0,0
06840,Karaikkudi-Tiruchirappalli Passenger Special,Pass,Passenger,SR,KKDI,Karaikkudi Junction,TPJ,TIRUCHIRAPPALLI,90,2,25,12:05:00,09:40:00,06839,0,0,0,0,0,0
06948,Hubli Jn - Vasco Da Gama Link Express,Exp,Express,?,UBL,HUBLI JN,VSG,VASCO DA GAMA,236,7,30,06:30:00,23:00:00,,1,1,0,0,0,0
07003,Hyderabad-Korba Special,Exp,Express,SCR,HYB,HYDERABAD DECCAN,KRBA,Korba,996,19,0,05:45:00,10:45:00,07004,1,1,1,0,0,0
07004,Korba-Hyderabad Special,Exp,Express,SCR,KRBA,Korba,HYB,HYDERABAD DECCAN,999,20,45,04:45:00,08:00:00,07003,1,1,1,0,0,0
07105,Ajmer - Hyderabad Special,Exp,Express,SCR,AII,AJMER JN,HYB,HYDERABAD DECCAN,2033,39,15,14:00:00,22:45:00,07106,1,1,1,0,0,0
40005,Chennai Beach Tambaram EMU,MEMU,MEMU,SR,MSB,CHENNAI BEACH,TBM,TAMBARAM,29,0,55,07:15:00,06:20:00,,0,0,0,0,0,0
55138,Shahganj Ballia Passenger,Pass,Passenger,NER,SHG,SHAHGANJ JN,BUI,BALLIA,168,4,30,10:45:00,06:15:00,55137,0,0,0,0,0,0
56393,Kottayam Kollam Passenger,Pass,Passenger,SR,KTYM,KOTTAYAM,QLN,KOLLAM JN,96,2,30,20:15:00,17:45:00,56394,0,0,0,0,0,0
24041,DELHI SARAI ROHILLA - KOTDWAR Mussoorie Exp,,,,NBD,NAJIBABAD JN,KTW,KOTDWARA,,,,None,None,24042,0,0,0,0,0,0
07144,Shahu Maharaj T. Kolhapur - Hyderabad Special,Exp,Express,SCR,KOP,C SHAHU M RAJ KOLHAPUR TERM,HYB,HYDERABAD DECCAN,998,23,15,06:45:00,07:30:00,07143,1,1,1,0,0,0
07301,Mysore Shimoga Express,Exp,Express,SWR,MYS,MYSORE JN,SMET,Shimoga Town,276,7,55,06:10:00,22:15:00,,1,0,0,0,0,0
07403,Adilabad-Nanded Special,Pass,Passenger,SCR,ADB,ADILABAD,NED,HUZUR SAHIB NANDED,185,4,45,12:15:00,07:30:00,07404,0,0,0,0,0,0
07404,Nanded-Adilabad Special,Pass,Passenger,SCR,NED,HUZUR SAHIB NANDED,ADB,ADILABAD,185,4,30,19:30:00,15:00:00,07403,0,0,0,0,0,0
07603,Kacheguda Kamareddi Special,Pass,Passenger,SCR,KCG,KACHEGUDA,KMC,KAMAREDDI,114,3,20,12:30:00,09:10:00,07604,0,0,0,0,0,0
07605,Kamareddi-Nizamabad Passenger Special,Pass,Passenger,SCR,KMC,KAMAREDDI,NZB,NIZAMABAD,52,0,55,13:40:00,12:45:00,07606,0,0,0,0,0,0
07606,Nizamabad-Kamareddi Special,Pass,Passenger,SCR,NZB,NIZAMABAD,KMC,KAMAREDDI,52,0,55,15:15:00,14:20:00,07605,0,0,0,0,0,0
07607,Secunderabad - Mancherial Special,Exp,Express,SCR,SC,SECUNDERABAD JN,MCI,MANCHIRYAL,239,4,5,09:35:00,05:30:00,07608,0,0,0,0,0,0
07608,Mancherial - Secunderabad Special,Exp,Express,SCR,MCI,MANCHIRYAL,SC,SECUNDERABAD JN,239,4,0,14:30:00,10:30:00,07607,0,0,0,0,0,0
08001,Kharagpur-Jhargram Express Special,Exp,Express,SER,KGP,KHARAGPUR JN,JGM,JHARGRAM,39,0,35,10:45:00,10:10:00,08002,0,0,0,0,0,1
08002,Jhargram-Kharagpur Special,Exp,Express,SER,JGM,JHARGRAM,KGP,KHARAGPUR JN,39,0,55,19:20:00,18:25:00,08001,0,0,0,0,0,1
08004,Mysore - Howrah Special,Exp,Express,SER,MYS,MYSORE JN,HWH,HOWRAH JN,2111,38,20,14:50:00,00:30:00,08003,1,1,1,0,0,0
08017,Kharagpur- Jhargram MEMU Special,MEMU,MEMU,?,KGP,KHARAGPUR JN,JGM,JHARGRAM,38,0,50,06:00:00,05:10:00,08018,0,0,0,0,0,0
08018,Jhargram - Kharagpur MEMU Special,MEMU,MEMU,SER,JGM,JHARGRAM,KGP,KHARAGPUR JN,38,0,55,23:05:00,22:10:00,08017,0,0,0,0,0,0
08043,Kolkata Shalimar-Haridwar Puja Special,Exp,Express,SER,SHM,KOLKATA SHALIMAR,HW,HARIDWAR JN,1595,29,45,23:05:00,17:20:00,08044,1,1,1,0,0,0
08051,Kharagpur- Jhargram MEMU Special,MEMU,MEMU,?,KGP,KHARAGPUR JN,JGM,JHARGRAM,38,0,38,06:45:00,06:07:00,08052,0,0,0,0,0,0
08052,Jhargram - Kharagpur MEMU Special,MEMU,MEMU,SER,JGM,JHARGRAM,KGP,KHARAGPUR JN,38,0,40,18:40:00,18:00:00,08051,0,0,0,0,0,0
08055,Shalimar-Tirupati Special,SF,Superfast,SER,SHM,KOLKATA SHALIMAR,TPTY,TIRUPATI MAIN,1616,26,10,18:00:00,15:50:00,08056,1,1,1,0,0,0
08113,Tatanagar Bilaspur Passenger,Pass,Passenger,SER,TATA,TATANAGAR JN,BSP,BILASPUR JN,470,14,15,06:45:00,16:30:00,08114,0,0,0,0,0,0
08114,Bilaspur Tatanagar Passenger,Pass,Passenger,SER,BSP,BILASPUR JN,TATA,TATANAGAR JN,470,17,40,12:30:00,18:50:00,08113,0,0,0,0,0,0
08469,Puri-Bangalore weekly Garib Rath special,GR,Garib Rath,ECoR,PURI,PURI,SBC,BANGALORE CITY JN,1529,32,15,22:45:00,14:30:00,08470,0,1,0,0,0,0
08470,Bangalore-Puri Garib Rath Special,GR,Garib Rath,ECoR,SBC,BANGALORE CITY JN,PURI,PURI,1529,29,55,05:50:00,23:55:00,08469,0,1,0,0,0,0
08471,Bhubaneswar - Tirupati Weekly Special,Exp,Express,ECoR,BBS,BHUBANESWAR,TPTY,TIRUPATI MAIN,1205,22,0,09:45:00,11:45:00,08472,1,1,1,0,0,0
08472,Tirupati - Bhubaneswar Weekly Special,Exp,Express,ECoR,TPTY,TIRUPATI MAIN,BBS,BHUBANESWAR,1205,24,0,14:00:00,14:00:00,08471,1,1,1,0,0,0
08565,Visakhapatnam-Secunderabad Special,Exp,Express,ECoR,VSKP,VISHAKAPATNAM,SC,SECUNDERABAD JN,701,13,20,09:00:00,19:40:00,08566,1,1,1,0,0,0
08566,Secunderabad Vishakaptnam Special,Exp,Express,ECoR,SC,SECUNDERABAD JN,VSKP,VISHAKAPATNAM,701,12,45,10:15:00,21:30:00,08565,1,1,1,0,0,0
08567,Visakhapatnam Sainagar Shirdi special,Exp,Express,ECoR,VSKP,VISHAKAPATNAM,SNSI,SAINAGAR SHIRDI,1403,29,30,11:00:00,05:30:00,08568,1,1,1,0,0,0
08568,Shirdi-Visakhapatnam Weekly Special,Exp,Express,ECoR,SNSI,SAINAGAR SHIRDI,VSKP,VISHAKAPATNAM,1405,28,25,22:45:00,18:20:00,08567,1,1,1,0,0,0
08569,Visakhapatnam-Kollam Sabarimalai Special,Exp,Express,ECoR,VSKP,VISHAKAPATNAM,QLN,KOLLAM JN,1568,30,30,15:30:00,09:00:00,,1,1,1,0,0,0
08786,Dalli Rajhara Durg Pass,Pass,Passenger,SECR,DRZ,Dalli Rajhara,DURG,DURG,88,2,5,20:10:00,18:05:00,08785,0,0,0,0,0,0
08787,Raipur-Durg Special,Pass,Passenger,SECR,R,RAIPUR JN,DURG,DURG,37,1,0,10:20:00,09:20:00,08788,0,0,0,0,0,0
08788,Durg-Raipur Special,Pass,Passenger,SECR,DURG,DURG,R,RAIPUR JN,37,1,0,09:05:00,08:05:00,08787,0,0,0,0,0,0
09002,Ahmedabad Mumbai Central Superfast Special,SF,Superfast,WR,ADI,AHMEDABAD JN,BCT,Mumbai Central,491,8,5,05:45:00,21:40:00,09001,1,1,1,0,0,0
09021,BANDRA TERMINUS - JAMMU TAWI AC Suvidha Special (Starts 4 April),SF,Superfast,WR,BDTS,MUMBAI BANDRA TERMINUS,JAT,JAMMU TAWI,1955,32,45,01:40:00,16:55:00,09022,1,1,1,1,0,0
09051,Valsad-Varanasi Weekly Special,Exp,Express,WR,BL,VALSAD,BSB,VARANASI JN,1467,29,30,01:10:00,19:40:00,09052,1,1,1,0,0,0
09221,Porbandar Secunderabad Weekly Special,Exp,Express,WR,PBR,PORBANDAR,SC,SECUNDERABAD JN,1694,34,40,10:30:00,23:50:00,09222,1,1,1,0,0,0
09561,Bandra Terminus Okha Weekly Special,Exp,Express,WR,BDTS,MUMBAI BANDRA TERMINUS,OKHA,OKHA,980,20,20,20:15:00,23:55:00,09562,1,0,1,0,0,0
09733,Hanumangarh Kota Special,Exp,Express,NWR,HMH,HANUMANGARH JN,KOTA,KOTA JN,852,15,5,09:30:00,18:25:00,09734,1,1,1,0,1,0
09734,Kota Hanumangarh Special,Exp,Express,NWR,KOTA,KOTA JN,HMH,HANUMANGARH JN,852,16,5,08:45:00,16:40:00,09733,1,1,1,0,1,0
11015,Kushinagar Express,Exp,Express,CR,LTT,LOKMANYA TILAK TERM,GKP,GORAKHPUR JN,1680,32,40,07:25:00,22:45:00,11016,1,1,1,0,0,0
12084,Coimbatore-Mayiladuturai Jan Shatabdi,JShtb,Jan Shatabdi,SR,CBE,COIMBATORE JN,MV,MAYILADUTURAI JN,362,6,40,13:40:00,07:00:00,12083,0,0,0,0,0,1
13401,InterCity Express,Exp,Express,ER,BGP,BHAGALPUR,DNR,DANAPUR,231,6,50,12:15:00,05:25:00,13402,0,0,0,0,0,1
13410,InterCity Express,Exp,Express,ER,BGP,BHAGALPUR,MLDT,MALDA TOWN,178,4,20,21:00:00,16:40:00,13409,0,0,0,0,0,0
40007,Chennai Beach Tambaram EMU(12 Car),MEMU,MEMU,SR,MSB,CHENNAI BEACH,TBM,TAMBARAM,33,0,55,08:10:00,07:15:00,,0,0,0,0,0,0
56320,Coimbatore Nagercoil Passenger,Pass,Passenger,SR,CBE,COIMBATORE JN,NCJ,NAGERCOIL JN,532,13,15,20:25:00,07:10:00,56319,0,0,0,0,0,0
08785,Durg Dalli Rajhara Pass,Pass,Passenger,SECR,DURG,DURG,DRZ,Dalli Rajhara,88,2,5,17:35:00,15:30:00,08786,0,0,0,0,0,0
01494,Bijapur Hubli Special,Exp,Express,CR,BJP,BIJAPUR,UBL,HUBLI JN,249,6,5,06:10:00,00:05:00,01493,1,0,0,0,0,0
09222,Secunderabad-Porbandar Weekly Special,Exp,Express,WR,SC,SECUNDERABAD JN,PBR,PORBANDAR,1683,34,40,01:30:00,14:50:00,09221,1,1,1,0,0,0
09405,Ahmedabad Yesvantpur (Weekly) Special,Exp,Express,WR,ADI,AHMEDABAD JN,YPR,YESVANTPUR JN,1556,32,30,04:00:00,19:30:00,09406,1,1,0,0,0,0
09406,Yeshwantpur-Ahmedabad Special,Exp,Express,WR,YPR,YESVANTPUR JN,ADI,AHMEDABAD JN,1581,33,20,15:10:00,05:50:00,09405,1,1,1,0,0,0
09562,Okha - Bandra Terminus Weekly Special,Exp,Express,WR,OKHA,OKHA,BDTS,MUMBAI BANDRA TERMINUS,980,18,10,05:35:00,11:25:00,09561,1,0,1,0,0,0
09621,Ajmer Jaipur SF Special,SF,Superfast,NWR,AII,AJMER JN,JP,JAIPUR,135,1,55,13:40:00,11:45:00,09622,0,0,0,0,0,1
09622,Jaipur Ajmer SF Special,SF,Superfast,NWR,JP,JAIPUR,AII,AJMER JN,135,1,55,16:10:00,14:15:00,09621,0,0,0,0,0,1
